201803020000	2.40433
201803020100	1.73983
201803020200	1.75250
201803020300	1.47433
201803020400	1.63617
201803020500	2.34450
201803020600	2.56700
201803020700	2.03800
201803020800	2.34633
201803020900	1.91500
201803021000	1.72667
201803021100	2.69133
201803021200	2.93783
201803021300	3.53033
201803021400	1.41267
201803021500	1.50333
201803021600	1.23833
201803021700	0.84583
201803021800	1.67533
201803021900	0.57300
201803022000	1.58533
201803022100	1.81500
201803022200	1.73700
201803022300	2.28667
201803030000	2.67633
201803030100	2.55367
201803030200	2.34717
201803030300	1.81983
201803030400	1.72500
201803030500	2.30267
201803030600	2.96150
201803030700	2.51917
201803030800	2.31433
201803030900	1.33583
201803031000	1.38000
201803031100	1.97183
201803031200	2.25167
201803031300	2.27967
201803031400	1.10950
201803031500	1.08000
201803031600	2.15017
201803031700	4.68683
201803031800	5.10800
201803031900	4.07317
201803032000	4.68700
201803032100	5.23600
201803032200	2.68217
201803032300	3.01033
201803040000	2.79983
201803040100	3.87467
201803040200	4.99633
201803040300	5.38750
201803040400	5.46300
201803040500	5.53667
201803040600	5.15467
201803040700	5.06167
201803040800	4.74183
201803040900	4.55233
201803041000	3.63433
201803041100	2.92433
201803041200	2.60400
201803041300	2.11467
201803041400	1.50067
201803041500	1.97783
201803041600	2.10283
201803041700	3.06050
201803041800	3.06717
201803041900	2.19600
201803042000	1.23233
201803042100	0.98333
201803042200	0.93967
201803042300	1.62483
201803050000	1.99450
201803050100	2.75550
201803050200	3.95367
201803050300	4.45783
201803050400	4.70900
201803050500	5.06317
201803050600	5.68350
201803050700	5.81700
201803050800	6.19467
201803050900	5.86467
201803051000	6.59300
201803051100	6.17200
201803051200	5.08567
201803051300	3.96467
201803051400	2.70933
201803051500	3.54867
201803051600	3.91883
201803051700	2.67383
201803051800	2.06033
201803051900	1.49817
201803052000	2.09567
201803052100	2.22500
201803052200	1.51550
201803052300	3.00533
201803060000	3.06433
201803060100	4.34200
201803060200	3.50133
201803060300	3.84983
201803060400	2.88133
201803060500	3.95367
201803060600	4.60367
201803060700	5.06117
201803060800	5.69500
201803060900	6.44550
201803061000	7.18317
201803061100	5.81900
201803061200	6.11233
201803061300	5.95467
201803061400	3.95800
201803061500	4.04833
201803061600	4.17233
201803061700	3.58383
201803061800	3.38900
201803061900	3.45017
201803062000	3.34367
201803062100	3.15017
201803062200	3.06600
201803062300	2.73450
201803070000	3.05550
201803070100	2.48083
201803070200	1.74783
201803070300	1.72617
201803070400	1.82600
201803070500	2.36183
201803070600	2.70033
201803070700	1.61333
201803070800	1.29983
201803070900	1.24467
201803071000	2.59183
201803071100	3.39483
201803071200	2.96967
201803071300	3.26033
201803071400	3.59783
201803071500	3.68783
201803071600	3.84067
201803071700	3.11233
201803071800	4.29817
201803071900	4.65783
201803072000	4.42883
201803072100	4.27333
201803072200	4.21167
201803072300	4.75217
201803080000	4.74383
201803080100	3.42517
201803080200	1.92733
201803080300	1.91833
201803080400	1.88850
201803080500	2.74700
201803080600	4.48933
201803080700	5.36117
201803080800	5.13733
201803080900	4.68000
201803081000	4.33833
201803081100	3.97933
201803081200	3.18967
201803081300	2.97083
201803081400	2.84517
201803081500	3.73983
201803081600	4.08367
201803081700	4.50367
201803081800	4.20550
201803081900	2.86083
201803082000	2.91300
201803082100	2.33867
201803082200	1.47950
201803082300	1.70900
201803090000	1.86183
201803090100	1.56100
201803090200	1.60900
201803090300	1.78583
201803090400	2.04733
201803090500	2.05433
201803090600	3.12617
201803090700	3.65250
201803090800	3.35283
201803090900	1.61750
201803091000	2.22000
201803091100	3.61433
201803091200	3.09250
201803091300	3.29500
201803091400	2.08150
201803091500	1.57333
201803091600	2.06250
201803091700	2.20233
201803091800	3.51267
201803091900	2.65983
201803092000	3.37150
201803092100	3.65833
201803092200	4.06433
201803092300	4.35600
201803100000	4.35817
201803100100	3.30850
201803100200	4.85717
201803100300	5.25350
201803100400	4.59717
201803100500	5.08717
201803100600	4.42550
201803100700	4.54150
201803100800	5.39633
201803100900	5.35283
201803101000	4.97433
201803101100	5.60933
201803101200	4.98383
201803101300	3.23717
201803101400	3.93867
201803101500	3.46117
201803101600	2.99083
201803101700	1.73550
201803101800	1.10950
201803101900	1.13117
201803102000	0.50667
201803102100	0.87600
201803102200	0.65467
201803102300	0.97800
201803110000	1.76683
201803110100	1.43400
201803110200	1.61933
201803110300	2.33917
201803110400	2.33383
201803110500	2.04600
201803110600	1.66150
201803110700	2.05350
201803110800	1.80183
201803110900	1.89883
201803111000	1.95517
201803111100	2.25317
201803111200	2.89850
201803111300	2.61083
201803111400	1.87933
201803111500	1.11367
201803111600	2.00267
201803111700	2.36633
201803111800	1.78517
201803111900	1.90800
201803112000	1.42017
201803112100	0.97533
201803112200	1.37483
201803112300	1.31833
201803120000	1.49750
201803120100	1.19183
201803120200	1.06733
201803120300	1.37650
201803120400	1.80133
201803120500	1.36267
201803120600	2.51433
201803120700	2.71683
201803120800	2.41067
201803120900	2.22217
201803121000	1.72067
201803121100	1.80633
201803121200	2.39317
201803121300	1.91883
201803121400	1.78633
201803121500	1.53817
201803121600	1.75550
201803121700	1.59317
