201811020000	1.70967
201811020100	1.84100
201811020200	1.75433
201811020300	1.42733
201811020400	1.65133
201811020500	2.61333
201811020600	2.66733
201811020700	3.15950
201811020800	2.38950
201811020900	2.18183
201811021000	2.31633
201811021100	1.67217
201811021200	1.84417
201811021300	2.03333
201811021400	1.94850
201811021500	1.71583
201811021600	1.71283
201811021700	1.49267
201811021800	1.40583
201811021900	1.80417
201811022000	1.40217
201811022100	1.34817
201811022200	1.74850
201811022300	1.58067
201811040000	3.76833
201811040100	4.30800
201811040200	4.35800
201811040300	4.70867
201811040400	4.27283
201811040500	3.70900
201811040600	4.64917
201811040700	5.65167
201811040800	5.09450
201811040900	4.84167
201811041000	5.19133
201811041100	4.36167
201811041200	4.58450
201811041300	3.31967
201811041400	3.23483
201811041500	3.24317
201811041600	2.56533
201811041700	2.16433
201811041800	2.27217
201811041900	2.71750
201811042000	3.09717
201811042100	1.95267
201811042200	2.53683
201811042300	2.80783
201811060000	4.84367
201811060100	4.90817
201811060200	5.08883
201811060300	4.04267
201811060400	3.37533
201811060500	2.40467
201811060600	2.43817
201811060700	2.49067
201811060800	1.82433
201811060900	1.31067
201811061000	2.10933
201811061100	2.13350
201811061200	2.14083
201811061300	1.97417
201811061400	2.11550
201811061500	1.66550
201811061600	1.10700
201811061700	1.45483
201811061800	1.63267
201811061900	1.93750
201811062000	1.70583
201811062100	2.57467
201811062200	3.11267
201811062300	3.24483
201811080000	1.93217
201811080100	2.51383
201811080200	1.92783
201811080300	1.33533
201811080400	1.08417
201811080500	2.18000
201811080600	2.84667
201811080700	2.54467
201811080800	2.20317
201811080900	2.65200
201811081000	2.78133
201811081100	2.26100
201811081200	2.10967
201811081300	1.90817
201811081400	1.27983
201811081500	1.34950
201811081600	1.90583
201811081700	2.01900
201811081800	2.31150
201811081900	2.75017
201811082000	3.02850
201811082100	2.98567
201811082200	3.50150
201811082300	4.55500
201811100000	4.95200
201811100100	4.09317
201811100200	2.94317
201811100300	1.42917
201811100400	1.35100
201811100500	1.94550
201811100600	2.17300
201811100700	2.29417
201811100800	1.78083
201811100900	1.66400
201811101000	1.14750
201811101100	1.34600
201811101200	1.94967
201811101300	1.95650
201811101400	2.18350
201811101500	1.63100
201811101600	1.79517
201811101700	1.74350
201811101800	1.42917
201811101900	2.03267
201811102000	1.00433
201811102100	1.12850
201811102200	1.07200
201811102300	1.51117
201811120000	1.92283
201811120100	1.36100
201811120200	0.90733
201811120300	1.39667
201811120400	1.71100
201811120500	2.62533
